term,diff
refugee,-0.0010426528526530125
hama,-0.0010396627344362317
palestinians israel,-0.0010250806543197401
group,-0.0010237571905798118
entire,-0.0010222711613380759
situation,-0.0009932385418526474
bombing,-0.0009893290195819226
casualty,-0.0009888196226174341
terrorism,-0.0009806163637436159
rocket,-0.00097890905384668
enemy,-0.000977223524013158
month,-0.0009668528764601491
leader,-0.0009564348621761208
territory,-0.0009415252456728536
gas,-0.000936631579879449
history,-0.0009294397622042789
muslim,-0.0009286999834919637
responsible,-0.0009134548307409729
idea,-0.0009058126689238317
past,-0.0009039442022111887
expensive,-0.0008971278331441354
pressure,-0.0008915230140648857
people gaza,-0.0008906858975525541
israel israel,-0.000884358582842021
kid,-0.0008842522746462388
christian,-0.0008804790782581254
shelter,-0.0008780656539857806
syria,-0.0008764183000501745
funding,-0.000873727012902378
baby,-0.000866452290579281
israel palestinians,-0.0008655545483789121
africa,-0.0008638376255757747
jew,-0.0008615317384178088
palestinian people,-0.0008463716160847594
europe,-0.0008308630153684993
hamas terrorist,-0.0008296021224955327
oil,-0.0008246230907939789
plo,-0.0008161775889870364
israel land,-0.0008110276969703621
tunnel,-0.0008101473903652205
ukraine,-0.0008087401549234656
gaza hamas,-0.0008062488097969095
arab nation,-0.0008017674837415715
river,-0.0007991280024026144
danger,-0.0007981328924990742
current,-0.0007935737206980367
central,-0.0007920078206148015
capitalism,-0.0007895962255085568
egypt border,-0.0007890921892981195
local,-0.0007761166516100384
ethnic cleansing,-0.0007537691886251163
year,-0.0007525395226005427
egypt israel,-0.0007516260470771842
british,-0.0007514238237902931
palestinians land,-0.0007505967144619164
dangerous,-0.0007461641550248342
israeli government,-0.0007451669169274163
line,-0.0007411442996947172
abbott,-0.000739503914303626
defense,-0.0007354163257465261
right,-0.000734766257336053
state israel,-0.0007336280167562987
reform,-0.000725180450987826
support,-0.0007250258093499128
fine,-0.000724698628685808
germany,-0.0007202708483200572
shield,-0.0007199884610727688
hamas war,-0.0007179100682129999
capacity,-0.0007176436632501808
western,-0.0007128594543049992
empire,-0.000706327022430253
military,-0.0007031397037522949
electricity,-0.0007024929551958175
agreement,-0.0006932524365602971
kind,-0.0006898084772023476
govt,-0.0006885203663278425
cleansing,-0.0006832181494668021
billion,-0.0006820056106303209
proper,-0.0006777004988296684
brown,-0.0006734057150212392
excuse,-0.0006717428414365398
barrier,-0.0006634944174110529
razor,-0.0006627870887523883
occupier,-0.0006484982671161182
point,-0.0006482153372695412
poverty,-0.0006453644657577755
effect,-0.0006433477548437211
homeland,-0.0006386418527451347
ethnic,-0.0006372935988320232
israel palestine,-0.0006332829506620013
single,-0.0006320517690379611
multiple,-0.0006313734540675828
legal,-0.0006301482560754678
warning,-0.0006236190641394444
consequence,-0.0006221058955573982
treatment,-0.0006118381558120985
education,-0.0006034400697294278
muslims,-0.0006020261615968868
effort,-0.0006015823374416196
response,-0.0006014273862235004
map,-0.0005990739176984437
atrocity,-0.0005965813543796425
colonial,-0.0005961023656115278
neighbor,-0.0005896881737670747
infrastructure,-0.0005892934528323317
russian,-0.0005876848098023554
north,-0.0005852276077733506
case,-0.0005811285822739523
extremist,-0.0005805526769534256
white,-0.0005793950054235795
racism,-0.0005765692077031169
strip,-0.0005751070861233713
troop,-0.0005692038339300192
palestinians gaza,-0.0005674980820917247
corporation,-0.0005660904409747239
pro,-0.0005636322966851598
racist,-0.000554557201585369
reason israel,-0.0005456848562476571
razor wire,-0.0005430912797527767
trade,-0.0005415596768976753
sanction,-0.0005400390886010616
wing,-0.0005395569353087369
israel war,-0.0005373604434955288
hamas power,-0.0005355262063530244
hamas palestinians,-0.0005340036376364856
arab country,-0.0005332295496369513
federal government,-0.0005323246154736851
people country,-0.0005317607521531388
citizenship,-0.0005284577320104121
european,-0.0005283797072976901
arm,-0.0005221423881412672
bush,-0.0005199427780899765
hospital,-0.0005177183794320562
zionism,-0.0005167422865562278
poor,-0.0005156811525411586
gazan,-0.0005149080742290825
regime,-0.00051385433404686
person,-0.0005110926254299425
people israel,-0.0005086829384424236
option,-0.0005055016291522134
gaza strip,-0.0005040424178343126
attack israel,-0.0005013717544232858
plane,-0.0005004066543814035
murder,-0.0004999482033083687
member,-0.0004969957984290691
states,-0.0004918260279737638
blockade,-0.0004898303789366479
terror,-0.0004891317836969284
amendment,-0.0004875795675943942
people land,-0.00048196481876906886
century,-0.00047875009936680776
ottoman,-0.00047637031175762877
egypt jordan,-0.00047473728455093786
russia,-0.00047142815315908294
alternative,-0.0004685850626044766
progressive,-0.00046613200990900066
course,-0.00046455275993390575
break,-0.00046345012864076527
human shield,-0.0004634296418758804
iraq,-0.00046340129804523254
average,-0.0004582534666407613
field,-0.00045801757784923083
god,-0.0004549185397900589
asylum,-0.00045484026448816463
major,-0.00045182345737881805
right wing,-0.00044995907812820697
britain,-0.0004481901858611564
army,-0.0004425475093322317
responsibility,-0.00043391155627583555
fear,-0.00043284336878826254
ottoman empire,-0.0004326375981881602
freedom,-0.0004300496747734557
individual,-0.00042723864551970483
lot people,-0.0004262701106836302
medium,-0.00042430063185411554
border biden,-0.0004230926271358076
total,-0.000422816136151896
supply,-0.00042149449977617304
thinking,-0.0004163250751298247
undocumented,-0.00041025143687482976
matter,-0.00040732839341030454
religious,-0.00040353994999236034
hatred,-0.0004023885037547228
light,-0.00040007858561691195
half,-0.0003970141627836198
room,-0.0003963489425784278
permit,-0.00038955095029942987
illegal crossing,-0.0003870484695658737
homeless people,-0.00038654343359166706
reagan,-0.0003863150258629675
day,-0.00038544642517146857
social security,-0.0003817570904260056
islamic,-0.00038100433703265233
jewish people,-0.0003762461501004322
access,-0.0003760513268106499
problem trump,-0.00037435638972101507
rhetoric,-0.00037292445714901
climate,-0.00036928236497321215
decision,-0.0003683913225529347
putin,-0.0003659774419285199
organization,-0.0003656709644616318
war israel,-0.0003644536549618542
americas,-0.0003622040167401681
return,-0.00035998409822046365
propaganda,-0.0003577116660898373
generation,-0.0003525904271409233
international,-0.0003510698683996955
desperate,-0.0003503926276943152
temporary,-0.0003498322969126941
demand,-0.00034896407500433185
fund,-0.00034754305464139445
market,-0.0003466414709560349
cuba,-0.0003290530546586132
charge,-0.00032851359121924143
work,-0.0003269919431745836
sick,-0.00032659631863038376
factory,-0.0003264359753419749
birth,-0.0003225985609410771
greed,-0.00032084424477970685
ideology,-0.00032008415772983234
source,-0.00031865573159459593
hostage,-0.00031775297698709445
gap,-0.000317430338231175
neighborhood,-0.00031681242596371404
view,-0.0003165489634697566
resistance,-0.000316439658013283
mouth,-0.00031560461640682525
terrorist group,-0.00031544690364384583
skill,-0.00031537319211047383
united,-0.0003153340880394412
million people,-0.0003149786419277471
strategy,-0.0003135692691299905
fascist,-0.0003128773407160072
activity,-0.0003105056949984754
immigration law,-0.0003074871365962394
town,-0.00030183595205543815
ignorant,-0.0003015898388462542
hard,-0.0003008110665395846
indigenous,-0.0003007594208017533
foreign policy,-0.00030021113461519745
usa,-0.00029963419152901315
ally,-0.00029830374941728873
root,-0.0002981200641843126
american country,-0.0002932963544119875
palestinian state,-0.0002914702992517197
example,-0.0002865058123459795
certain,-0.00028486368004418297
construction,-0.0002826915935388767
large,-0.00028157360478585965
story,-0.000281427563873567
immigrant,-0.0002805736024368453
ground,-0.0002802120474397577
animal,-0.00027996008053198196
camp,-0.0002798209174025289
home,-0.00027599521421363665
message,-0.00027385210791979365
abuse,-0.00027123751837666475
civil,-0.000270944669770911
strong,-0.0002699634155928067
southern border,-0.0002695513028115066
video,-0.0002683551951188638
difficult,-0.00026758395940930553
minimum wage,-0.00026700717471008536
culture,-0.0002669175130527936
food water,-0.0002664164598199057
impossible,-0.00026638178697236216
evil,-0.0002662786624167406
foot,-0.00026611925900815216
farmer,-0.0002660299150922976
uk,-0.0002648286962305352
people world,-0.0002633379446827892
energy,-0.0002629707591097877
immigration reform,-0.00026142621282462895
deal,-0.00025994290902408353
illegal immigration,-0.0002588701153165877
existence,-0.0002588486001349115
work permit,-0.0002584939949605564
black,-0.0002552471014897347
border wall,-0.0002516201665218971
help,-0.00024961069955491567
belief,-0.00024932733038288076
air,-0.00024889900158650807
protection,-0.0002448270289670736
risk,-0.00023777397173700492
great,-0.00023555685772577348
building,-0.00023480831799465142
wealth,-0.0002340454638355725
minority,-0.00023181646370668474
value,-0.00022878508576773017
step,-0.0002273145483404058
mad,-0.00022691888572345183
condition,-0.0002251893793791623
problem people,-0.00022366057560605152
food price,-0.0002219232133308688
latin america,-0.00022071607975708877
socialism,-0.00022036707346538586
border state,-0.00021893514983006515
status,-0.00021678049887627836
wonder,-0.00021591548920427416
immigrant border,-0.00021560879183185323
intelligence,-0.00021557074589460958
united states,-0.00021513836275954628
powerful,-0.00021473407576700146
actual,-0.0002120905507402717
gang,-0.00021151057789926277
birth rate,-0.00021118373937382994
title,-0.00020986455275996368
immigration problem,-0.00020885245039408676
venezuelans,-0.00020827177373510566
ignorance,-0.00020822469458734008
capital,-0.0002081024422502568
surprised,-0.00020769040489862804
restriction,-0.00020499142278770704
migrant,-0.00020457640414297575
blood,-0.00020270692500686882
leadership,-0.00020186263302025787
race,-0.00019881751605998446
treaty,-0.00019881375633290304
space,-0.00019793778143145592
previous,-0.00019778616786505446
goal,-0.0001973528412792454
mile,-0.0001973134494263481
republican party,-0.000196794070325612
poor people,-0.00019509393500540472
democracy,-0.00019481777911242162
legal immigrant,-0.00019060924966486634
negative,-0.00018842776133552242
surge,-0.00018828433603594737
border issue,-0.0001880594459853001
event,-0.000185766454715441
dictator,-0.00018474421267559386
rent,-0.00018398194875883771
apartment,-0.00018395707605036024
radical,-0.00018224954960134685
authority,-0.0001819185773359375
politic,-0.00018005658022320092
small,-0.00017671442822974758
account,-0.00017534349319703985
canada,-0.0001746832674035557
oppression,-0.00017349532074224783
language,-0.00017202155691803362
boarder,-0.00016933237748815934
industry,-0.00016857660478880533
conservative,-0.00016743421255961915
young,-0.00016521076228045582
foreign,-0.00016356164160948538
world war,-0.0001620284602660263
big,-0.00016136210432447307
new yorkers,-0.00016037059331112312
yorkers,-0.00016037059331112312
south america,-0.0001582401125022314
taxpayer money,-0.0001581706451877896
job,-0.00015811017095694168
islam,-0.00015512939482092546
lot money,-0.00014718522893742306
burden,-0.00014532689034182824
hour,-0.0001432082369683851
fascism,-0.000142359949512951
living,-0.00014170102840396466
company,-0.0001368984406948841
cycle,-0.00013656191301927292
central america,-0.0001356421054138151
white man,-0.00013475010776636196
muslim country,-0.00013397141282259055
trump border,-0.00013343108201886597
difference,-0.00013003709157692687
available,-0.00012730613674485425
california,-0.00012728196419261489
influence,-0.00012677643887374105
little,-0.00012558132463497075
indians,-0.000124873960175533
security,-0.00012341818771260515
failure,-0.00012223258790770787
illegal country,-0.00012210669494680965
processing,-0.00012209991310211863
pocket,-0.00012057001810564585
blame,-0.00012030195220365139
important,-0.00011968560091646857
black vote,-0.0001192314350425266
communism,-0.00011842370792566458
base,-0.00011797758166616642
housing,-0.00011256074431001926
disaster,-0.00011187178744686101
income,-0.00011128474467685643
clear,-0.00010934446754695595
agency,-0.00010923718679836224
good,-0.00010892993034911438
affordable,-0.00010845362252020655
speech,-0.00010670926981825972
supreme,-0.00010610740468283198
supreme court,-0.00010610740468283198
form,-0.00010503785130483293
change,-0.00010490487122709791
answer,-0.00010481908644541325
seeker,-0.00010457599073915519
rest world,-0.00010363237399275049
likely,-0.00010302478163398232
soldier,-0.00010298553394088146
society,-0.00010297729547233559
people money,-0.00010139282828202067
latin,-9.939863095031229e-05
wrong,-9.576653901944936e-05
financial,-9.460371703258626e-05
goverment,-9.380631064474554e-05
close,-9.271882723995502e-05
control,-9.001233287678255e-05
long time,-8.994035699782816e-05
normal,-8.794931001065325e-05
people illegal,-8.585646480886261e-05
economic,-8.447085612045178e-05
age,-8.418860899018327e-05
clinton,-8.402939427886607e-05
opening,-8.048343590353122e-05
past year,-8.013485493525707e-05
shit,-7.830931708496531e-05
hope,-7.65744706401243e-05
country war,-7.497790707896695e-05
supporter,-7.435590343175358e-05
dead,-7.404652341008711e-05
patrol,-6.759820845708502e-05
mistake,-6.653870966835923e-05
migrant crisis,-6.577269025043566e-05
national,-6.520293697428428e-05
socialist,-6.470040189045809e-05
extreme,-6.139203353067071e-05
florida,-6.074753601936409e-05
suffering,-6.02204618660628e-05
traffic,-6.012932536032654e-05
effective,-5.9538314854267805e-05
people trump,-5.773475230228518e-05
mexicans,-5.512195258018399e-05
growth,-5.2956371975578e-05
planet,-5.2855115002763424e-05
natural,-5.262333915377745e-05
incentive,-5.122173482002769e-05
eu,-4.7272696264314166e-05
main,-4.3852372199841083e-05
killing,-4.3560561108548835e-05
entry,-4.183678759588387e-05
movement,-4.13856670997807e-05
mexican,-3.772056212888596e-05
budget,-3.749294286617004e-05
mandate,-3.1803950813956276e-05
prison,-2.9960426618038955e-05
unrest,-2.9910737105569578e-05
country country,-2.983024515503148e-05
quality,-2.391799725196816e-05
house senate,-2.188497050050549e-05
christians,-2.182666549192184e-05
legislation,-1.7245338357765514e-05
block,-1.6511414378046665e-05
minimum,-1.6439021658171495e-05
record,-1.5801720183985873e-05
sort,-1.1821992129414614e-05
authoritarian,-9.871770852660892e-06
government money,-9.047847841520227e-06
need,-5.6678305384158176e-06
limit,-3.2953443978459636e-06
economy,-2.4540775645045566e-06
drug cartel,-2.148281953993458e-06
alive,-1.6512866801249803e-06
shortage,6.222282655673995e-07
presidency,1.012485522269629e-06
car,1.0412863715113761e-06
chance,1.329600659463791e-06
housing food,3.257737139486332e-06
fair,3.5287156980989137e-06
slave,3.908920846198505e-06
big problem,4.044982713746021e-06
necessary,7.524717658467664e-06
measure,8.660730041847248e-06
trump wall,9.195621700765775e-06
old,9.62483080443389e-06
different,1.0178511785307503e-05
problem biden,1.0792251049141464e-05
reason border,1.1958873347777733e-05
tax money,1.6009935564092386e-05
terrorist attack,1.8878650157626688e-05
fault,1.9141791095353584e-05
people border,2.0335327590341153e-05
safety,2.193946846948576e-05
young people,2.3556239325519136e-05
disease,2.4600118400324648e-05
migration,2.4899619724876552e-05
medical,2.5483160616309613e-05
ability,2.7532780953439103e-05
word,2.768418062917095e-05
border patrol,2.8936775817310374e-05
reality,2.9068869980418367e-05
currency,2.9388985426160956e-05
property,3.0640073814635575e-05
free housing,3.0847913347408526e-05
green,3.093640285331328e-05
civil war,3.171757260015198e-05
homelessness,3.3763484078380105e-05
rape,3.459058883208192e-05
handout,3.578388728813907e-05
short,3.984268813115265e-05
idiot,4.055168012685056e-05
high,4.2233800049809415e-05
vivek,4.311211325788272e-05
billion dollar,4.84597311384595e-05
country border,5.149256325605344e-05
train,5.1797025913958336e-05
threat,5.229752113508298e-05
check,5.346586782228055e-05
wealthy,5.436436243802783e-05
nuclear,5.8149228126682165e-05
true,5.8423456919755225e-05
expense,5.9033320765569056e-05
direct,5.957683017220798e-05
trump administration,5.958084193660517e-05
worth,6.179153609649706e-05
narrative,6.272559009835388e-05
sense,6.377095685452551e-05
rate,6.420009806373589e-05
open boarder,6.444840053441471e-05
basic,6.514976885385143e-05
citizen,6.566492141957085e-05
problem,6.641372768162283e-05
loss,6.820174181306198e-05
fuel,6.868692711168483e-05
city sanctuary,6.897708619018104e-05
soil,6.992325965891454e-05
closed,7.00803031750933e-05
high taxis,7.095187158396801e-05
table,7.114335482150011e-05
force,7.169076468949306e-05
accident,7.226131829307512e-05
high crime,7.238012506681664e-05
food,7.423842961110831e-05
vote biden,7.43129133770554e-05
truth,7.435796769483121e-05
gate,7.667348440322085e-05
proof,7.946148253156583e-05
asylum seeker,8.150530382039132e-05
roman,8.192838708365093e-05
flow,8.208445801157708e-05
secure border,8.609420823334289e-05
opinion,8.649718316998563e-05
migrant border,8.65734730240153e-05
global,9.32334049936163e-05
slavery,9.393028708929016e-05
border crossing,9.566171596319404e-05
class,9.771314351147303e-05
scared,9.805032421828321e-05
lot,9.931623719913263e-05
root cause,9.93737574102151e-05
road,9.99473829819352e-05
agent,0.00010050335937076041
government people,0.00010231077962075645
job americans,0.00010325103241539923
nazi,0.00010634571259477245
design,0.00010682548692153007
successful,0.00010686943064293201
independent,0.00010813249098374594
country people,0.00010820342389658935
home country,0.00010827091639799849
outcome,0.00010843525484032326
employment,0.00010873625633986935
afraid,0.00011034516261589772
opportunity,0.0001131156255688476
use,0.00011380912708353253
hand,0.00011596076836600322
main reason,0.00011798510451746746
low wage,0.00012029218714820837
crime rate,0.00012033202248424907
donald trump,0.00012118323537379247
country world,0.00012172364934080255
biden admin,0.00012229538020357134
resident,0.00012559281409910996
service,0.00012833931072763404
standard,0.00013036465869675914
assistance,0.00013047254884778522
mind,0.00013145883901140754
welfare,0.00013439712330531222
able,0.00013441115648512745
scale,0.00013558055059018472
community,0.0001371316243571636
flood gate,0.000137736201844663
country illegal,0.00013805435124742457
middle class,0.00013963837699859042
dc,0.00014116877002228498
biden president,0.0001420148530116239
today,0.0001433144417943991
chinese,0.0001455146309423034
biden democrats,0.00014592594400924164
liberal,0.0001463269264345285
law enforcement,0.00014732361231163728
court,0.00014989325393716677
reason people,0.00015084585478964064
moment,0.00015287682491253696
act,0.0001534803138706736
law illegal,0.00015395781597844841
mean,0.0001542843227261426
real reason,0.00015685345230982489
free food,0.0001587816195017385
non,0.00015887298630781494
store,0.00016191943909408808
direct result,0.00016270035636723032
target,0.00016541240590625217
vote democrat,0.00016840572779910782
friend,0.00016859981075922366
doj,0.00017238877633120114
gov,0.0001734356769091059
tent,0.00017448610827639562
phone,0.00017530690112536234
african,0.00017830270402514816
deportation,0.00018032472849930877
self,0.00018229034514880818
power,0.00018319868544521781
strain,0.00018421734808142173
end,0.00018650041642397823
communist,0.00018665305609031734
profit,0.0001873754773799481
democrat policy,0.00018860976051717176
rise,0.0001917185117329129
border country,0.00019282404734181268
social service,0.00019351192716373294
school,0.00019502975840506834
book,0.0001951146214258361
electoral,0.00019762439157114105
admin,0.0002006916177946978
democrats illegal,0.0002007955324087881
border policy,0.0002014916583593996
factor,0.00020316976901356307
new voter,0.0002039986073214415
complete,0.00020707363997809808
run,0.00021174400394486856
driver license,0.00021203654628677436
problem border,0.00021300015661685195
political,0.0002146324330121619
port,0.00021525940836988265
win,0.00021628442179912977
corporate,0.00021789733532644445
unemployment,0.00021815638698823405
american taxpayer,0.00021904091393083584
man,0.0002204861388776934
official,0.00022104431666536612
decline,0.00022217465967654644
impact,0.0002224559123247863
future voter,0.00022302457274914092
cities,0.0002234338105657656
illegal border,0.00022371365856727597
basis,0.00022468272630858112
turn,0.00022504991654966413
replacement,0.00022627149550009715
health,0.00023072250688468369
public,0.0002310201020145155
dependent,0.0002341345129757953
id,0.0002349576862065994
loose,0.0002360667035171541
donald,0.00023648814005628924
number illegal,0.00023922633498897606
violent,0.00024519646609643504
massive,0.0002468469085223099
smart,0.00024712163873609895
fence,0.000250386450012793
trump year,0.00025119341278552606
city state,0.00025395538458078306
border illegal,0.0002544499051496833
folk,0.0002546300349924172
covid,0.00025563734572687374
adams,0.00025619670976474875
migrant problem,0.00025995407766408774
rule,0.00026181382188458736
card,0.0002627944355254537
claim,0.0002633415606804189
price,0.0002679784200298372
crap,0.00026830898684430374
lack,0.0002697696196600132
reason biden,0.00027192473559779784
influx,0.0002723074923202289
guy,0.0002724748377533901
seat,0.0002789038453855907
division,0.0002801109511729077
weather,0.000282875475024111
healthcare,0.00028386829656487384
horrible,0.0002844711770995782
labor,0.0002865162791961524
simple,0.00028732424579620656
foreigner,0.0002909081759698444
southern,0.00029143589477557074
common,0.00029266860392413986
low,0.0002926994487284355
mass,0.00029322123067201966
destruction,0.0002936777247266291
bus,0.0002983805990681033
jail,0.00029906695118748225
biden trump,0.00030428467510759563
overwhelmed,0.0003046726783900653
food stamp,0.00030573769407454896
fed,0.0003063989791467739
politician,0.00031164829703111616
street,0.00031320532452555746
huge,0.0003156680882209185
cash,0.00031648595622056977
money ukraine,0.00031672703460151094
border border,0.0003168520517551555
social,0.00031892829605831524
million illegal,0.00032191153110140285
driver,0.00032333705666010834
immigrant country,0.00032445490191120404
border people,0.0003268874311455369
republican president,0.00033212023350541383
pandemic,0.00033411428107171033
bidens,0.0003341417495652557
social medium,0.0003354227154491557
enforcement,0.0003365789105557398
border secure,0.0003366823658776709
english,0.00034044731896613076
biden illegal,0.00034479508633396554
presidential,0.0003451740069275704
program,0.00034880926748180954
red state,0.00035036377700215654
alot,0.00035134683636353766
anti,0.0003517570277501463
weak,0.0003542240892355007
trump biden,0.0003551577468593861
license,0.00035719952867560784
iran,0.0003576421075115635
rest,0.00035922707450507826
popular,0.00036152061967034704
vast,0.00036364233036504084
employer,0.00036740655670827933
establishment,0.00036741336767885343
union,0.0003692383901451225
willing,0.00036962021173605716
body,0.00037001371091147903
wave,0.0003718330593937487
vast majority,0.0003725403563883334
free stuff,0.00037258775004257835
way,0.0003728669068895473
general,0.0003735432395849505
people way,0.0003741270778454642
winter,0.0003761910760423298
purpose,0.00038054311016907406
free,0.0003840782934677058
hispanic,0.00039073651829011426
paper,0.0003938747324098726
pay,0.000397491078962154
democrats republicans,0.0003987565350160147
trump election,0.0003990607754696524
weakness,0.0003999208157132773
democrats vote,0.0004006743389289878
primary,0.00040398336934800624
democrat vote,0.0004046971160241385
border security,0.0004056024787553326
hell,0.00041691277572529245
male,0.0004185333194357425
money people,0.000424625422791218
opposition,0.00042706120050819366
government,0.0004285361454210348
long,0.00042934968715148446
increase,0.00043185369916384016
washington,0.00043436655374911394
human trafficking,0.00043534492770914176
order,0.00044159957943436636
democratic party,0.00044325174639764224
world,0.00044347224451812047
president biden,0.00045052510067915426
tax dollar,0.0004510688728780165
donor,0.0004513734295187749
dictatorship,0.000453514701234307
citizens,0.00045405828993677193
late,0.00045690456040442306
biden border,0.0004569961412233106
constant,0.00046160297196125023
advantage,0.00046194850455604755
stamp,0.0004715806674515646
cheap labor,0.0004722649623803186
cheap,0.00047295844817164074
republic,0.0004798444059825442
behavior,0.0004836499841722442
trumps,0.00048589146680611494
level,0.0004894468095406617
payer,0.0004908059533618757
tax payer,0.0004908059533618757
biden fault,0.0004912745069007668
border crisis,0.0004976817368282875
attention,0.0004978161064000278
white house,0.0004983226405744179
damage,0.0004988899906869175
thing,0.0005021247863735189
hotel,0.0005055968601654419
mail,0.0005114200691659989
dollar,0.0005150082872771582
homeless,0.0005167285990604312
invader,0.0005269946720154783
owner,0.0005271394493255438
arizona,0.0005272569229662133
policy,0.0005330687438090094
democrats power,0.0005360664262902707
diversity,0.000544812574825094
american citizen,0.0005474518434068455
people democrats,0.0005504135928470642
rich,0.0005510034603242926
business,0.0005548940880250467
constitution,0.0005552171420720963
insurance,0.0005568810923463313
lie,0.0005600921627236147
trafficking,0.0005618756843310794
victim,0.0005702631585726464
elite,0.0005745145461470062
biden open,0.0005825573326637824
corruption,0.0005853211702408767
happy,0.0005870499517626985
wage,0.0005954394536944467
poll,0.0006112446768344476
taxes,0.0006152953396450057
red,0.0006155427338976004
trouble,0.0006189729576807686
amnesty,0.0006199307307520243
french,0.0006269653769566384
possible,0.0006303560983738548
door,0.0006315547907554666
flood,0.0006405592762623988
democrats border,0.0006443929226106065
trump president,0.0006450218367448658
mayor,0.0006529190585991102
nato,0.0006734433023200695
position,0.0006750773204636339
illegal migrant,0.0006890632671621615
real,0.0006964921147044332
emergency,0.0007052953315211799
sure,0.0007094612631907465
blue state,0.0007156239650819456
border open,0.0007175140687362188
freebie,0.0007195761882163275
benefit,0.000729469325715821
type,0.0007341327089399411
student,0.0007371250510897595
wide,0.0007381171550270709
product,0.0007386204158544567
term,0.0007469918178522926
border problem,0.0007521262916065344
news,0.0007524886708937049
illegal vote,0.0007527560950172538
bc,0.0007543260957467125
evidence,0.0007581732530018467
secure,0.0007673972296930254
chicago,0.0007704180344598776
people biden,0.000783709439560619
stupidity,0.0007848627448919507
taxpayer,0.0007870731150789365
stupid,0.0007922461528756691
leftist,0.0008029038308244067
cost,0.0008072060870326762
people democrat,0.000832302024382038
thank,0.0008327141267020844
house,0.0008346717808095888
democratic voter,0.0008403335492522641
cartel,0.0008483712341995882
president trump,0.0008509288514693385
stuff,0.0008526356300292266
ny,0.0008555410493193021
biden office,0.000865918321039036
harris,0.00086716417611501
crime,0.0008739202624213106
debt,0.0008870489614967176
college,0.0008896042378892129
democrat voter,0.0009103494499195172
world country,0.0009125157772692022
plan,0.0009210683399907922
million,0.0009349740455844848
joe biden,0.0009454689800459542
county,0.000946756762893983
gop,0.0009504890047454357
majority,0.0009557161581303939
number,0.0009660483323868873
cause,0.0010222327663428703
illegal alien,0.0010256497197623853
taxis,0.0010264340576905005
desantis,0.0010265256193427478
corrupt,0.0010489209647074622
agenda,0.001051923572017316
riot,0.0010787486206775537
spending,0.0010820015536959083
american people,0.0010820080648037934
nominee,0.0010821604758929214
france,0.0011017968691904635
crisis,0.0011433158473933306
alien,0.0011493248821162925
america,0.0011544129701965417
biden administration,0.001158838497193223
illegal immigrant,0.0011679275182465243
care,0.0011886923715566434
mess,0.0011955107753846223
inflation,0.001212706455852127
country,0.0012251571314277863
candidate,0.0012559430963900386
drug,0.0012687271538711397
democrat party,0.0012701631907217036
trump office,0.0012818264038462605
easy,0.001313272995452931
police,0.0013264909911946125
reason,0.0013450284521159643
fentanyl,0.001361405347014913
cop,0.0013707536760743722
nyc,0.001372071267859942
governor,0.0014144735863448026
