term,diff
american kid,-0.0006935878015046557
sibling,-0.0006916718183523561
young boy,-0.0006887105715992342
center,-0.0006853297051645545
hard time,-0.000684115885999771
language,-0.0006724856337152716
orphan,-0.0006629096374576959
truth,-0.0006623985705491956
innocent child,-0.000662226993113029
beautiful,-0.0006569402066015208
life,-0.0006521452805554676
drug,-0.000643984033642817
pandemic,-0.0006418899378339744
homeless people,-0.0006387843582217351
million,-0.000628036754331711
education,-0.0006277429907981915
kid country,-0.0006208470764175537
kid kid,-0.0006166348830473603
kid people,-0.000612276556732636
group,-0.0006108488928844295
rough,-0.0006041243608641889
trauma,-0.0006038591088781194
poor guy,-0.0006030854174387966
minor,-0.0006028344584874162
box,-0.0005990012905480829
detention center,-0.0005970776405233192
united,-0.0005958731459611143
folk,-0.0005948962293642974
shoe,-0.0005927492167227689
bed,-0.0005923654782540101
harsh,-0.0005908321920965299
hardship,-0.0005885332878624305
child country,-0.000588457365795759
risk,-0.0005862294134740356
plenty,-0.0005861474442656352
states,-0.000585187311082351
kid hungry,-0.0005822019956870147
crime,-0.000566947892206137
low,-0.0005640994708845183
bad child,-0.0005558594747685326
arm,-0.0005550640369609225
car,-0.0005508069746308728
position,-0.0005437620957942576
americans homeless,-0.0005378731519726412
prison,-0.0005375445888017835
omg poor,-0.0005362746400949098
unknown,-0.0005301688577131697
human,-0.0005301438146799375
job,-0.0005207038212403717
central america,-0.0005149090929813723
child situation,-0.0005130341887166967
fault,-0.0005126509752652996
thousand homeless,-0.000510523932752488
birth,-0.0005083537761783016
unable,-0.0005072237143272163
gang violence,-0.0005057350313028913
parent border,-0.0005037067383061667
healthcare,-0.0005028658985294874
central,-0.000500515919301084
fortunate,-0.0005002690727236816
people child,-0.0004982855883495941
young man,-0.0004959561753401454
business,-0.0004944056880050634
god child,-0.0004933063008502316
child america,-0.0004903627246553642
child sad,-0.00048561618024813794
problem,-0.0004839319139221751
saving,-0.00048224645445330526
sad heart,-0.00048093181358430234
homeless hungry,-0.0004807567197513765
united states,-0.00048071087114457344
emotional,-0.0004790865776532374
thing bad,-0.0004783845477588951
toddler,-0.00047736210936383337
country life,-0.0004750746572141068
little child,-0.0004641685494212168
mexican,-0.00046091872638266555
mexicans,-0.0004554211050291719
inhumane,-0.0004514419863529917
dog,-0.0004436969296251985
right way,-0.00044244430712540785
little girl,-0.0004404912715228528
line,-0.00043305669637124433
proper,-0.00042948277749057303
heartless,-0.0004279833932666695
wage,-0.0004184623308866847
boat,-0.00041835214492818104
sad parent,-0.00041796140448540584
shame,-0.0004160482452610476
different,-0.0004126525020174378
food,-0.0004124088257850232
heart kid,-0.00040732643114238217
assistance,-0.00040423586026534786
end,-0.0004019528286125396
child homeless,-0.0004011463520222447
compassion,-0.00040101253356491324
sad kid,-0.0003965138481667552
people desperate,-0.0003947960539072179
sad life,-0.0003917054354169245
lost,-0.00038373425068129836
face,-0.00038105878520810024
teen,-0.0003798566421453475
sweet,-0.00037825916683718733
unfair,-0.0003780631685817951
dream,-0.0003774703902677259
father,-0.000376877420607296
earth,-0.0003741578993194638
break heart,-0.0003677981925832994
old boy,-0.0003660177297649821
sooo,-0.0003659365040582882
child people,-0.00036500829328396336
hard life,-0.0003634553568388709
child life,-0.00036227635401967135
ok,-0.0003595521823418289
heart child,-0.0003573883256506034
decent,-0.0003545518945539261
similar,-0.0003530987577479584
american,-0.00035254646368147995
horrible condition,-0.000352247583328005
life child,-0.0003498351179409585
mother child,-0.0003490424612436287
people poor,-0.000348573169792034
everyday,-0.00034502907651961655
jail,-0.0003437890404048747
boarder,-0.00034289601450853845
foreign country,-0.0003396116164891078
kids,-0.0003379264588821889
environment,-0.0003347283563436466
class,-0.00032949776555155747
social,-0.00032902494244122014
stuff,-0.0003265310123733027
effort,-0.0003238928192752758
awful,-0.00031877180862464817
glad,-0.0003182370013374864
eye,-0.00031443519501610576
head,-0.00031141792717901236
bank,-0.0003096314759995422
africa,-0.0003001571278944388
damn,-0.0002994407000725337
people hard,-0.0002955717903368176
corruption,-0.00029498692298102745
covid,-0.0002942723670203043
hunger,-0.00029357607892088007
life country,-0.00028763424704789065
roof,-0.00028718391433098884
illness,-0.0002804645030166493
money food,-0.00027916226783473037
family kid,-0.00027895894611706164
single,-0.0002764287716720943
people street,-0.0002758397049873768
level,-0.00027135147752618247
administration,-0.0002709987401567441
people poverty,-0.00027078229539950023
asylum seeker,-0.0002707636889847338
home country,-0.0002653577024802206
sorry child,-0.00026460906811594264
parent family,-0.0002632507267940907
debt,-0.00026132591043562356
people work,-0.0002583239860985576
community,-0.00025812543411342685
right thing,-0.0002558472214309683
teenager,-0.00025416734362822496
young people,-0.0002536407628507077
life saving,-0.0002522608339337107
trip,-0.00025008075067466866
burden,-0.0002491085085587296
homeland,-0.00023960764744676306
harm,-0.0002344259965880274
corrupt,-0.00023215334144840007
foreign,-0.00023203662713045328
minimum wage,-0.00023177868557201753
minimum,-0.00023177868557201753
visa,-0.00023130620091613857
free,-0.00023088468838970537
room,-0.00022960303913493752
live,-0.00022826207438021397
life family,-0.0002281674423659616
discrimination,-0.0002260658382570547
possible,-0.00022599039379718081
mental,-0.0002247246551288079
sadness,-0.00021636295991841906
sure,-0.000213563846411579
million homeless,-0.0002135107561179497
major,-0.00021021791548120117
water,-0.00020781453252120222
thank,-0.0002057238806608729
foster care,-0.0002056667587359011
poor innocent,-0.000205038827521272
reason,-0.00020320417331035978
living,-0.0001994126538815426
seeker,-0.00019701436289032485
bit,-0.0001959136749809216
water food,-0.00019584870029012064
racist,-0.00019532452220622052
humanity,-0.00018624342547106452
precious,-0.00018009985631390463
homeless vet,-0.00017806255597835807
miserable,-0.00017799891695822063
extreme,-0.00017783351051076513
food table,-0.00017634076089284494
table,-0.00017634076089284494
protection,-0.00017623306127092137
type,-0.00017534008077226318
sleep,-0.0001727972182463944
citizens,-0.00017269484982989632
situation bad,-0.0001698146071162193
young child,-0.0001684982494483695
case,-0.0001679419095179163
bad thing,-0.00016789088812069777
sad poor,-0.00016712276460162487
upsetting,-0.00016381235706021467
deportation,-0.00016210372037423496
country people,-0.00016138413630267237
meal,-0.000159718153491985
alive,-0.00015841282558139136
god,-0.00015376452577168728
thousand americans,-0.00015360750822995318
homeless americans,-0.00015162820430863946
good people,-0.00015055610036388884
people violence,-0.00015004740800130792
thousand,-0.0001492944748775196
god poor,-0.0001487640148129561
decade,-0.00014602167736424768
rent,-0.0001448868157269544
mother baby,-0.000144739445548998
shitty,-0.0001426780254394673
right,-0.00013792929844519408
people country,-0.00013758021836816382
homeless veteran,-0.00013478284037813347
countless,-0.00012980803022485715
income,-0.0001294206042963069
homelessness,-0.00012833818059829769
impossible,-0.00012725535416338465
clean,-0.00012707707421795835
migrant,-0.0001267256805063295
animal,-0.00012113652784751753
extreme poverty,-0.0001144941955986971
lady,-0.00011444622222841604
sorry loss,-0.00011420691088246575
wall,-0.00011368050358523819
heart poor,-0.00011157523719926938
likely,-0.00011036891745389032
dear,-0.00010536298888885688
heat,-0.00010212958382058634
healthy,-0.000102105168265071
bad life,-0.00010058436817804168
south,-9.774774021738242e-05
hatred,-9.762321901826384e-05
family child,-9.590312459899783e-05
mother father,-9.572893432857079e-05
huge,-9.510060487828904e-05
native,-9.481604256251542e-05
rescue,-9.447147507911455e-05
sorry kid,-9.104163907440173e-05
need help,-9.078945253990624e-05
situation sad,-8.987467851756477e-05
safe place,-8.538290788662873e-05
life people,-8.407080171213006e-05
threat,-8.132210520301193e-05
economic,-7.69583835184889e-05
broken,-7.681752477450951e-05
heart family,-7.542925294450628e-05
afraid,-7.372382399546185e-05
number,-7.363722659703854e-05
people heart,-7.274001477323956e-05
advantage,-7.21198720415279e-05
chance life,-6.995809164321684e-05
sad story,-6.931210404086195e-05
imagine,-6.620297992360994e-05
feeling,-6.286238882947178e-05
misery,-6.0060743641127535e-05
dire,-5.557026012765684e-05
deep,-5.3670828264108144e-05
bro,-5.092658178113723e-05
people world,-5.08717558696109e-05
terrible condition,-4.802527973969082e-05
livelihood,-4.695255391319299e-05
check,-4.2611684727282594e-05
sad bad,-4.2237550578822804e-05
news,-4.1678207254054484e-05
illegal,-4.044349651346861e-05
economy,-3.9368258015242655e-05
good life,-3.829576462113977e-05
video,-3.776638357745989e-05
sex,-3.740064623103005e-05
people right,-3.535953718254248e-05
justice,-3.419326981093495e-05
europe,-3.2196198561031944e-05
circumstance,-3.1528445242891235e-05
people way,-3.010150023898087e-05
americans street,-2.871976967317954e-05
nation,-2.5196986804092983e-05
child year,-2.1931306461817394e-05
idea,-2.0375405227069992e-05
individual,-1.9201252874846925e-05
world,-1.8290780645139476e-05
woman man,-1.6180233753385596e-05
baby,-1.6129097370589165e-05
corrupt government,-1.5266989689713536e-05
war country,-1.5201794602160389e-05
benefit,-1.5101568620339944e-05
traumatic,-1.4482229064758496e-05
clean water,-1.3472975283629785e-05
issue,-1.2108357155620657e-05
responsible,-1.07490672215848e-05
new,-1.0484665729812697e-05
sad human,-8.69629628222926e-06
home family,-7.2210275675243444e-06
health,-5.569145875564856e-06
entire life,-2.1382824139640124e-06
culture,-5.102118733700924e-07
good,1.0269299604171583e-07
decision,4.764623800627456e-07
pain suffering,2.292575491696328e-06
lot people,5.055264695073055e-06
situation people,5.915099341654911e-06
poor man,8.41220782806212e-06
poor americans,8.517992246099182e-06
veteran street,1.0271300681777068e-05
night,1.5477055413783982e-05
look,1.591217739902286e-05
children,1.7896383901989943e-05
mind,2.202581202886305e-05
love,2.2525089564256855e-05
long time,2.5490844129229815e-05
family year,2.563773283647744e-05
despair,2.626907261502482e-05
sad reality,2.659431792491275e-05
food shelter,2.8925168475740044e-05
immigration,3.0940978794536495e-05
unfortunate,3.1821389220208166e-05
reality,3.403327027486601e-05
million people,3.415495608539022e-05
rest,3.793604730720364e-05
hell,3.989078605635705e-05
child heartbreaking,4.221159443715066e-05
american dream,4.5015748046801235e-05
upset,4.618582876105931e-05
resident,4.842766003262017e-05
uncle,4.910775750064267e-05
people border,5.030615114246732e-05
human right,5.042665249802589e-05
pay,5.118333072336536e-05
worth,5.289318223118851e-05
poor girl,5.3934678665280606e-05
people asylum,5.6348143261871126e-05
smh,6.045212041502269e-05
medical care,6.115444913700889e-05
crazy,6.213326375024107e-05
great,6.245083871215629e-05
area,6.247488069664113e-05
criminal,6.248081058075504e-05
point,6.269659775095398e-05
bad family,6.271063567399917e-05
price,6.334086267986098e-05
week,6.461503189201742e-05
sorrow,6.506741045825135e-05
scary,6.591125039787375e-05
physical,6.651401865387244e-05
certain,6.709788347049382e-05
self,7.014938493213601e-05
law,7.057506848042383e-05
cancer,7.689287940362453e-05
people people,7.920349170670912e-05
taxpayer,7.95993076442024e-05
family country,8.025294044494518e-05
life life,8.131493112635937e-05
small child,8.25014725277447e-05
body,8.373484577573528e-05
abusive,8.499139410965591e-05
mass,8.547620194283259e-05
worker,8.819764899181183e-05
security,8.89029093638651e-05
empathy,9.103090709027656e-05
food water,9.764839903326659e-05
force,9.860519830371035e-05
nightmare,0.00010063000116759683
fair,0.00010322322705879922
breaking,0.00010521233915508112
sad heartbreaking,0.00010626218236683738
prisoner,0.00010630862515332402
control,0.0001071544057679167
child mother,0.00010966999527907824
sick,0.00011017598836545817
black people,0.00011372289116182838
injustice,0.0001181249353104473
woman life,0.00011862189268675353
consequence,0.00011863236601535271
country war,0.00011932293538433996
citizenship,0.0001217164604449297
small,0.00012295560192996605
stress,0.000124299897792589
lord,0.00012501341077254162
child woman,0.0001254785078608229
thousand people,0.0001257649235658629
people terrible,0.00012671028696060142
yr,0.0001286789039622685
people america,0.0001288120531370867
white,0.00012925176542219355
american people,0.00013190734003628917
entire,0.00013446042268184057
refugee camp,0.00013539858940409834
country family,0.00013617329482764457
husband,0.00013833988452461774
flood,0.00013986546719283604
housing,0.00014237409202147596
way people,0.0001465183412999886
distress,0.00014743998852565198
dead,0.00014950711482988107
insurance,0.00015117726610883604
famine,0.00015141735663840651
need,0.000152394281344967
willing,0.0001579636701486407
heart breaking,0.00015866302879962682
long,0.00016125408765947798
order,0.00016259002166233295
rest life,0.0001629282363399659
sad country,0.00017148590239322078
thought,0.0001836862225819684
genocide,0.00018503164811028365
majority,0.0001856449990654759
plight,0.00018791171256875164
list,0.00018996644264669514
clothe,0.0001963939975881462
medical,0.0001996079075270549
family friend,0.0001999907156681668
support,0.00020531228328820022
non,0.0002066574706208258
mess,0.00020817080502396365
luck,0.00021055792597601635
poor soul,0.00021284248131581704
violent,0.00021847439904032137
people safe,0.00022531608548426548
sad world,0.0002269320668336415
persecution,0.00022700066515454103
sorry innocent,0.00022726816940506314
mile,0.00022743567311152334
month,0.00023242189637953138
sense,0.00023812253990505405
hate,0.00023959117570066565
kind,0.00024070512121509712
life danger,0.00024410407691971277
loss,0.000247035844628688
government,0.00024736363511001277
terrible,0.00024745972963947753
false,0.0002504614902938975
soo,0.00025534977218784436
citizen homeless,0.00025593038214789116
disgusting,0.0002605797843789401
actual,0.0002635296518172832
dollar,0.00026421460110218997
shelter,0.0002643521994440607
terrible situation,0.00026675911049364856
terrifying,0.0002751631275675513
situation,0.00027532889624548064
mean,0.0002785031009551868
life hard,0.00028106008292240106
population,0.00028161773561470707
worried,0.0002828209012609389
poor family,0.00028874852556292165
alot,0.00029027323003239305
child baby,0.00029284627865095537
ill,0.00029617765575658896
daily,0.0002989866480555939
voice,0.00030253992194038346
desperate people,0.00030579032950592765
generation,0.0003078451498311003
rule,0.00031017211216007186
experience,0.0003115251380168442
soul,0.0003134607977767171
poor woman,0.00031397805726991865
baby mother,0.0003216681850931253
welfare,0.0003218367544799093
religious,0.0003238882870753366
payer,0.0003299133804445091
tax payer,0.0003299133804445091
painful,0.00033416878743310584
american family,0.0003380138583503362
moment,0.0003438285019721674
policy,0.00034631819606108563
resource,0.0003508859730193075
eviction,0.0003510895241946817
life line,0.00035653259624876163
depressing,0.0003597045502379321
prayer,0.0003608762501771532
devastating,0.00036482920633434463
brave,0.0003652690904719833
help,0.0003660788636630514
real,0.00037380736604296686
society,0.0003738993941178549
uncertain,0.0003742466757913632
desperate situation,0.00037712691633007186
texas,0.00037871395074631753
basic,0.0003822375372231582
politic,0.00038716195557922573
hand,0.00039249906306438654
storm,0.0003978914249766365
sorry family,0.0004003914442754422
result,0.0004066313033825058
hospital,0.0004076159632604696
paycheck,0.00041293391956622903
sad sad,0.000413377377390637
easy,0.00041522520687300784
leader,0.00041669344342949786
condolence family,0.0004189404825510021
year,0.00041999906374634403
racism,0.0004212848760660247
woman kid,0.00042411913443050225
border patrol,0.0004311358427557241
bc,0.0004356261269725173
murder,0.0004366205434943495
evil,0.00044306971680208333
helpless,0.00044309743488132403
ton,0.0004450669061731883
safe,0.0004473140793207833
past,0.00045539566259158857
tax,0.0004583181057256988
fact,0.0004610882260905945
agent,0.0004613723484118068
important,0.00046410304316716374
fellow,0.00046449618412742913
massive,0.0004663729006560103
neighbor,0.00046783819003888035
ptsd,0.00046872276887409653
blood,0.0004854476298558169
elderly,0.0004890952773357602
short,0.0004906537282288856
town,0.0004956970767390832
goodness,0.0005024609858307498
work,0.0005032524195880956
safety,0.0005033027514094635
danger,0.0005105555011915546
homeless street,0.0005125918509762045
school,0.000512823277655975
service,0.0005150589396322352
sad man,0.0005198386997905387
family member,0.0005208607817876855
horrible situation,0.0005285310650415202
access,0.0005334598657968534
vulnerable,0.0005361373551436327
lack,0.000542699016971295
people homeless,0.000547824436170272
starvation,0.0005505014147097001
condolence,0.0005546778789521386
american citizen,0.0005586271844311471
normal,0.0005600259558171374
patrol,0.0005613869199381364
respect,0.0005617556705764047
poor country,0.0005685950441737935
horrific,0.0005696524384123183
vet,0.0005767766255647953
people woman,0.0005811891058429298
taxis,0.0005865698975290297
victim,0.0005910539923307326
cold,0.0005918403611347653
day,0.0005965933317139942
death,0.0005978831228859002
foot,0.0006008257852737843
sister,0.0006070407250384213
choice,0.0006117167043916661
horror,0.0006153704981402702
happy,0.0006228192330790124
people home,0.0006325671536096007
tragic,0.000639936670442967
member,0.0006433535927401011
turmoil,0.0006451515112362234
ancestor,0.0006575250457170814
mercy,0.0006686249917348139
cubans,0.0006695889879177458
communist,0.0006711944065566389
heavy,0.000673015481755402
desperation,0.0006794433825138694
people sad,0.0006896888047421093
house,0.0006911445727046069
regime,0.0006979543887915874
young girl,0.0007018707583096911
cuban,0.0007043605316480878
daughter,0.0007564325424940466
people haiti,0.0007634595020161494
hurricane,0.0007668806634129855
treatment,0.0007697646103378021
son,0.0008077618338063887
money,0.0008270524669785053
terror,0.0008342497291888313
sad woman,0.0008961751135148495
natural disaster,0.0009093039216171912
people help,0.0009122735348284815
oppression,0.0009437902858826937
tragedy,0.0009627784239364266
natural,0.0009667880804804357
sake,0.00096732161086721
sympathy,0.0009752172017544886
people year,0.0009936933420355573
peace,0.001031514887272142
president,0.0010395535305662354
people family,0.001055224544836626
refuge,0.0010558390891476815
high,0.0010604708755645865
sacrifice,0.0010659274249231344
lot,0.0010903223507147276
hope,0.0011022009480661818
forest,0.0011023756721992388
bridge,0.0011024133721303864
black,0.001115022221949229
sad situation,0.0011281731090990726
innocent,0.001175445438694185
bad woman,0.0011886109791766693
political,0.0012193253146656814
chaos,0.001238173762117904
sorry people,0.0012750680183366493
land,0.0012869794893789932
fear,0.0013154239978256628
freedom,0.0013375942386867287
time,0.001348819190011545
troop,0.0013726050376518242
veteran,0.0013920482282509731
heart people,0.0013929678049443893
people life,0.0014285591383464084
word,0.00144336649665019
civilian,0.0014472081490491046
sad people,0.001460090158284284
woman girl,0.001502005723812703
disaster,0.0015718966822989718
haitians,0.0016854031323571296
haitian,0.0016867791679696705
friend,0.0017477165115184325
innocent people,0.00183000690612359
difficult,0.0018434276326094335
citizen,0.0019802595671150804
ppl,0.0019854778669478918
wife,0.0021211728538171877
military,0.002173251822678548
plane,0.0022794093985783973
people afghanistan,0.002311723026964958
man woman,0.0023204405498567574
bad people,0.002358002493107217
haiti,0.0025541938531142097
afghan people,0.002574546682146647
sad,0.002608010815405036
earthquake,0.002894781348281772
refugee,0.0029836583538587497
afghans,0.00323404980934058
heartbreaking,0.003526448482775722
girl,0.0035437397726043674
home,0.0037020040188231063
americans,0.003920066099042066
war,0.003979342782052487
soldier,0.004049029409496974
heart,0.004132575887060726
country,0.004402726141349851
taliban,0.0044509008740923894
sorry,0.004632431716017224
poor people,0.004646066761868186
woman child,0.00510878016516598
afghan,0.00563211884938739
man,0.00590426972293129
afghanistan,0.008611387595642572
woman,0.012625225750787724
people,0.01657827657155387
